store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
8085741570232635350,60.0,0.0,60.0,0.0,672,0
8549361458818026633,0.0,0.0,0.0,0.0,0,0
6278766107458876461,60.0,0.0,437.0,0.0,3192,0
6031267761590356232,60.0,0.0,437.0,0.0,3192,0
1738942186324521371,60.0,0.0,874.0,0.0,6384,0
6270949457738422739,60.0,0.0,897.0,0.0,6552,0
5819319286020376093,60.0,0.0,437.0,0.0,3192,0
5642497509732673610,60.0,0.0,437.0,0.0,3192,0
3747618927115039264,60.0,0.0,345.0,529.0,2520,3864
3248296789483413769,60.0,0.0,240.0,0.0,2520,0
4047403721236143104,60.0,0.0,897.0,0.0,6552,0
4248854976462323200,60.0,0.0,460.0,0.0,3360,0
7424505374009570477,60.0,0.0,437.0,0.0,3192,0
5014360692528129219,60.0,0.0,874.0,0.0,6384,0
7782672185065414519,60.0,0.0,240.0,0.0,2520,0
5789400892189485648,60.0,0.0,437.0,0.0,3192,0
4749681339281475863,26.0,0.0,26.0,0.0,336,0
5895262759392115974,60.0,0.0,874.0,0.0,6384,0
7062408332581606161,60.0,0.0,91.0,0.0,1176,0
4461353840131243850,60.0,0.0,437.0,0.0,3192,0
1829038066844761838,60.0,0.0,460.0,0.0,3360,0
5812126343451879206,60.0,0.0,897.0,0.0,6552,0
4045915898999171400,60.0,0.0,288.0,0.0,2688,0
26346307409368308,60.0,0.0,240.0,0.0,2520,0
6603168413379009589,60.0,0.0,460.0,0.0,3360,0
8736571289905995723,60.0,0.0,437.0,0.0,3192,0
8912355661513070122,60.0,0.0,437.0,0.0,3192,0
9059665149056396283,60.0,0.0,437.0,0.0,3192,0
3396099702754121941,60.0,0.0,112.0,0.0,1344,0
2760430554103924395,60.0,0.0,897.0,0.0,6552,0
73491667571474362,27.0,0.0,27.0,0.0,504,0
4760029431502257886,0.0,60.0,0.0,90.0,0,1008
3202485347075400484,36.0,0.0,36.0,0.0,504,0
1050110736424701586,0.0,0.0,0.0,0.0,0,0
9206536213770520585,60.0,0.0,128.0,0.0,1344,0
6077393195994122930,24.0,0.0,24.0,0.0,504,0
8909496802192683651,10.0,0.0,10.0,0.0,168,0
1230398065636822664,39.0,0.0,39.0,0.0,504,0
6103400722605449439,60.0,0.0,72.0,0.0,1008,0
5152004392006917947,20.0,0.0,20.0,0.0,336,0
1331024213382891761,0.0,0.0,0.0,0.0,0,0
6245188236554378094,24.0,0.0,24.0,0.0,336,0
4760441459813349901,10.0,0.0,10.0,0.0,168,0
4374942605696419037,27.0,0.0,27.0,0.0,504,0
8709010151696049596,33.0,0.0,33.0,0.0,504,0
3909888823169545461,60.0,0.0,437.0,0.0,3192,0
7587329580270461651,45.0,0.0,66.0,0.0,1008,0
8135719774016391271,0.0,0.0,0.0,0.0,0,0
2328922577549224385,60.0,0.0,897.0,0.0,6552,0
7476419808990473219,0.0,0.0,0.0,0.0,0,0
1600782661161589441,0.0,0.0,0.0,0.0,0,0
6733237055193900849,60.0,0.0,84.0,0.0,1008,0
5423278778747940477,60.0,0.0,897.0,0.0,6552,0
745608695776670852,60.0,0.0,136.0,0.0,1344,0
6025618707296646412,60.0,0.0,162.0,0.0,1512,0
350773269257067104,60.0,0.0,460.0,0.0,3360,0
6607276488844666604,33.0,0.0,33.0,0.0,504,0
2801161018595246803,60.0,0.0,460.0,0.0,3360,0
6243878889832386076,60.0,0.0,874.0,0.0,6384,0
5583858332520846678,60.0,0.0,437.0,0.0,3192,0
8014855622614823439,60.0,0.0,437.0,0.0,3192,0
4745963958616336184,60.0,0.0,437.0,0.0,3192,0
4572155471626501081,60.0,0.0,437.0,0.0,3192,0
